"Headline","Publisher","Date"
"Firefighters monitor Hawke's Bay, Otago blaze sites","RNZ","2019-11-06"
"Fire crews bring Hawke's Bay forest fire under control","Stuff.co.nz","2019-11-06"
"Fire calls to scrub and tractor","Otago Daily Times","2019-11-06"
"Warning after old controlled burn-off starts huge Porangahau fire","New Zealand Herald","2019-11-06"
"Dunedin doctor murder trial: Amber-Rose Rush's boyfriend worried night of death","New Zealand Herald","2019-11-06"
"Messages to older sister, boyfriend","Otago Daily Times","2019-11-06"
"Boyfriend worried about victim on night of death, court told","Otago Daily Times","2019-11-06"
"Pregnant driver forced off state highway near Matamata","Stuff.co.nz","2019-11-06"
"City fined for discharging raw sewage into Waikato River","Stuff.co.nz","2019-11-06"
"Hamilton City Council in the poo over Waikato River wastewater spills","New Zealand Herald","2019-11-06"
"Dangerous flaws in truck chassis the subject of Transport Agency investigation","TVNZ","2019-11-06"
"Timelapse video shows digger being freed after becoming stuck on Auckland beach","TVNZ","2019-11-06"
"Quiz: Afternoon trivia challenge November 5, 2019","Stuff.co.nz","2019-11-06"
"National MP Maggie Barry on why she's quitting Parliament","New Zealand Herald","2019-11-06"
"Grace Millane murder trial: White Ribbon ambassador Mark Longley's advice to NZ","Newshub","2019-11-06"
"Grace Millane trial begins with jury selection","Otago Daily Times","2019-11-06"
"Grace Millane: Jury sworn in for backpacker murder trial","BBC News","2019-11-06"
"Jury selected, evidence to begin tomorrow in Grace Millane trial","New Zealand Herald","2019-11-06"
"Grace Millane trial: Jury to consider murder charge selected","New Zealand Herald","2019-11-06"
"Grey Power president urges security measures among elderly after assault of 90-year-old woman","Stuff.co.nz","2019-11-06"
"Attack on 90-year-old woman 'doesn't reflect who we are', say Levin residents","TVNZ","2019-11-06"
"Attack on elderly woman 'doesn't reflect who we are'","RNZ","2019-11-06"
"Concern and disgust in community after Levin elderly attack","New Zealand Herald","2019-11-06"
"Elderly warned to not let strangers inside home after woman, 90, attacked in Levin","TVNZ","2019-11-06"
"Households on $100000-plus increasingly feel they have 'only just enough' money","Stuff.co.nz","2019-11-06"
"Fresh calls for fireworks ban as pet owners, firefighters brace for Guy Fawkes","New Zealand Herald","2019-11-06"
"Guy Fawkes' backyard fireworks: Will they stay or will they go?","Stuff.co.nz","2019-11-06"
"Fireworks shot from cars, near buildings in 'disappointing' weekend for firefighters","Stuff.co.nz","2019-11-06"
"Local Focus: Should private fireworks be banned?","New Zealand Herald","2019-11-06"
"Horse's death drives mission to ban fireworks","Stuff.co.nz","2019-11-06"
"Images of Kiwi kids among thousands found in UK child porn investigation","Stuff.co.nz","2019-11-06"
"Police push for crackdown as Kiwis increasingly fall victim to suspected paedophiles and scammers","TVNZ","2019-11-06"
"Images of Kiwi kids among thousands found in UK child sexual images investigation","Stuff.co.nz","2019-11-06"
"Hawke's Bay 'catfish' cases: Police say there may be more victims of Irish predator","New Zealand Herald","2019-11-06"
"Melbourne Cup 2019: Sweepstake form for download and printing","Stuff.co.nz","2019-11-06"
"Herald afternoon quiz: November 5","New Zealand Herald","2019-11-06"
"Offenders smash front door to gain entry into Invercargill dairy","Stuff.co.nz","2019-11-06"
"Police seek vape thieves caught on camera in Halloween dairy heist","TVNZ","2019-11-06"
"Offenders smash the front door to gain entry into dairy","Stuff.co.nz","2019-11-06"
"Playground fire in Whakata ne deliberate: school","Stuff.co.nz","2019-11-06"
"Paramedics face new professional rules","Otago Daily Times","2019-11-06"
"Paramedics to be a regulated profession to 'protect the public' - Health Minister David Clark","Newshub","2019-11-06"
"Paramedics face new professional rules with bigger workforce and double crewing","New Zealand Herald","2019-11-06"
"Paramedics to be formally regulated in same way doctors, nurses are","TVNZ","2019-11-06"
"Car fire on Auckland motorway blocks northbound lanes","Newshub","2019-11-06"
"Car fire blocking SH1 Northern Motorway lane.","New Zealand Herald","2019-11-06"
"Two men die after head-on motorcycle collision on 'lethal' Christchurch road","Stuff.co.nz","2019-11-06"
"Wairarapa surgeon accidentally sets patient's leg on fire during botched knee surgery","TVNZ","2019-11-06"
"'Missed opportunity' leads to lung cancer death","Otago Daily Times","2019-11-06"
"Man's knee catches fire during surgery at Wairarapa Hospital","Stuff.co.nz","2019-11-06"
"Man's leg catches fire during knee operation, surgeon and DHB in breach","New Zealand Herald","2019-11-06"
"Kiwi surgeon found in breach after man's leg catches fire during operation","Newshub","2019-11-06"
"Two-year amnesty for 144000 restricted and learner drivers","New Zealand Herald","2019-11-06"
"Extension granted for 144k New Zealanders with soon-to-expire learners and restricted licences","TVNZ","2019-11-06"
"Government gives expiring learner, restricted licences two-year extension","Newshub","2019-11-06"
"Two-year reprieve for restricted and learner drivers","Otago Daily Times","2019-11-06"
"Expiring learner and restricted licences will be extended by two years","Stuff.co.nz","2019-11-06"
"1000 hens accidentally bought online likely plagued with diseases","Stuff.co.nz","2019-11-06"
"Mystery surrounds possible new car parks for Christchurch Hospital","Stuff.co.nz","2019-11-06"
"Medical students abused placement process","Otago Daily Times","2019-11-06"
"Herald afternoon quiz: November 4","New Zealand Herald","2019-11-06"
"Watch: Green MP Chlöe Swarbrick drops casual 'OK boomer' during speech","New Zealand Herald","2019-11-06"
"'Ok boomer': Swarbrick hits back at jarring MP","Newstalk ZB","2019-11-06"
"Green light for Queenstown development","Newsroom","2019-11-06"
"Development combining residential and visitor accommodation near Queenstown approved","Stuff.co.nz","2019-11-06"
"Mt Dewar Station subdivision approved","Otago Daily Times","2019-11-06"
"Cyclist Peter Jenkins died 'doing what he loved'","Stuff.co.nz","2019-11-06"
"Needles, condoms and asbestos found at Wellington beach","New Zealand Herald","2019-11-06"
"Concerning number of needles being found on beaches, says clean-up organiser","Stuff.co.nz","2019-11-06"
"Serious crash in the Bay of Plenty closes SH36","Stuff.co.nz","2019-11-06"
"Drop in numbers of experienced flight instructors a 'crisis'","Stuff.co.nz","2019-11-06"
"Little Blue penguin in and out of rehab on Matiu Island","Stuff.co.nz","2019-11-06"
"Farmers and rural based businesses face insolvency from freshwater proposals, Taranaki Regional Council report says","Stuff.co.nz","2019-11-06"
"Waikato Regional Council says Government's water reforms not affordable","Stuff.co.nz","2019-11-06"
"Simon Wilson: Phil Goff's new team to lead Auckland Council","New Zealand Herald","2019-11-06"
"Phil Goff outlines new committee and posts to increase oversight of Auckland Council CCOs","Stuff.co.nz","2019-11-06"
"Auckland Mayor Phil Goff's appointment of committee heads a political loaves and fishes act","Stuff.co.nz","2019-11-06"
"Mayor Goff puts focus on climate change, CCO oversight with committee restructure","OurAuckland","2019-11-06"
"Auckland Mayor Phil Goff joins motorcycle ride for Ronald McDonald House","Stuff.co.nz","2019-11-06"
"Hospital records showed pattern of possible abuse of 5-year-old later fatally injured","Stuff.co.nz","2019-11-06"
"Arrested for murdering 5-year-old stepson, wearing 'world's best dad' t-shirt","Stuff.co.nz","2019-11-06"
"Relief at rescue as four pulled from rip","Otago Daily Times","2019-11-06"
"Kea strikes cause 6cm wounds on sheep","New Zealand Herald","2019-11-06"
"Four motorcyclists, one cyclist die on New Zealand roads over the weekend","TVNZ","2019-11-06"
"Mum testifies in trial of man accused of baby Karlos Stephens murder","New Zealand Herald","2019-11-06"
"Mother of toddler reveals murder accused's cot death ploy","Stuff.co.nz","2019-11-06"
"Mother denies allegation she killed her son in Rotorua High Court trial","New Zealand Herald","2019-11-06"
"'Precedent' setting: Appeal Court rules regional councils can control fishing rules","Newshub","2019-11-06"
"Murdered toddlers mother's tears at trial of man accused of 2014 murder","Stuff.co.nz","2019-11-06"
"environment Foulden Maar for public good, not pig food A site described as Dunedin's Pompeii appears","Newsroom","2019-11-06"
"DCC starts Foulden Maar process","Otago Daily Times","2019-11-06"
"The Detail: Where is ISIS captive Louisa Akavi?","Stuff.co.nz","2019-11-06"
"Niece sentenced to community detention over neglect of elderly woman","New Zealand Herald","2019-11-06"
"Police presence to remain in Otautau as homicide investigation continues","Stuff.co.nz","2019-11-06"
"New Zealand accused of racism after visa rule throws arranged marriages into chaos","The Guardian","2019-11-06"
"Prisoner's sudden death at Auckland's Mt Eden prison referred to Coroner","Stuff.co.nz","2019-11-06"
"Kiwi woman's dinghy misadventure ends in successful rescue off Greek coast","New Zealand Herald","2019-11-06"
"'The flames were 10-feet high': Fire in Government Gardens in Rotorua","New Zealand Herald","2019-11-06"
"Scrub fire at Rotorua's Government Gardens","Stuff.co.nz","2019-11-06"
"Timaru motorcycle crash victim named as Michael Ferris","Stuff.co.nz","2019-11-06"
"'Terrifying kid': Christchurch cafe's nasty message on customer's receipt","New Zealand Herald","2019-11-06"
"WorkSafe launches investigation into Auckland's SkyCity convention centre fire","Newshub","2019-11-06"
"SkyCity Convention Centre fire in Auckland to be investigated by WorkSafe","Stuff.co.nz","2019-11-06"
"Fire at SkyCity's new convention centre inspires Halloween costume","New Zealand Herald","2019-11-06"
"SkyCity blaze: WorkSafe investigating devastating fire","New Zealand Herald","2019-11-06"
"'Something big' coming if Shane Jones doesn't apologise - migrant group","Newshub","2019-11-06"
"Grace Millane murder trial: Latest updates from Auckland high court","Stuff.co.nz","2019-11-06"
"Grace Millane murder trial set to get underway in Auckland High Court","TVNZ","2019-11-06"
"Grace Millane murder trial: Latest updates","Stuff.co.nz","2019-11-06"
"Road-user charge needed to fix New Zealand's congested roads - New Zealand Initiative","Newshub","2019-11-06"
"'Highly careless' Morrinsville farmer fined $63000","Stuff.co.nz","2019-11-06"
"Corrections apologises to Ron Burrows after confusion over Stephen Williams' court date","Stuff.co.nz","2019-11-06"
"Motorcyclist killed in rural Canty crash named","Stuff.co.nz","2019-11-06"
"Father accused of killing 11-month-old son","Otago Daily Times","2019-11-06"
"Jury selected in trial of Auckland father accused of killing his son","Stuff.co.nz","2019-11-06"
"Father accused of manslaughter: jury selected for trial","New Zealand Herald","2019-11-06"
"Four of five iwi seats empty at Marlborough District Council","Stuff.co.nz","2019-11-06"
"'Historic moment': MPs erupt in applause as Zero Carbon Bill passes final reading","Newshub","2019-11-07"
"Zero Carbon Bill passes with near-unanimous support, setting climate change targets into law","Stuff.co.nz","2019-11-07"
"Unanimous support for landmark Zero Carbon Bill","Newsroom","2019-11-07"
"Zero Carbon Bill passes with almost unanimous support in Parliament","New Zealand Herald","2019-11-07"
"National Party supports Zero Carbon Bill in its final reading","Newshub","2019-11-07"
"Watch: CCTV footage of Grace Millane's final date – what the jury has seen","New Zealand Herald","2019-11-07"
"Grace Millane murder accused 'went on Tinder date while her body was in his apartment'","Stuff.co.nz","2019-11-07"
"Millane trial: CCTV footage shows date with accused","Otago Daily Times","2019-11-07"
"Jury in Grace Millane trial shown CCTV of British backpacker's final hours alive, accused going through her handbag at bar","TVNZ","2019-11-07"
"Grace Millane's message to friend while on date with murder accused sent 'alarm bells'","Stuff.co.nz","2019-11-07"
"Damning report prompts Oranga Tamariki to change the way children are removed from whanau","TVNZ","2019-11-07"
"Immigration fiasco hints at coalition fractures to come","Newsroom","2019-11-07"
"Barry Soper: NZ First's Shane Jones on a collision course with Labour over immigration","New Zealand Herald","2019-11-07"
"Ardern backs down over 'racist' partnership visa change","Newsroom","2019-11-07"
"Mike Hosking: NZ First playing the xenophobic card","Newstalk ZB","2019-11-07"
"Totally inappropriate: Mayor Phil Goff on Shane Jones' 'racist' comments about Indian community","Stuff.co.nz","2019-11-07"
"New Zealand's lack of data risks 'irreversible damage' to the environment","Stuff.co.nz","2019-11-07"
"Why 'huge gaps' in NZ enviro reporting could be hurting us","New Zealand Herald","2019-11-07"
"'OK Boomer': World reacts to NZ politician Chloe Swarbrick's use of meme in Parliament","Newshub","2019-11-07"
"Did Green MP Chloe Swarbrick kill the 'OK boomer' meme?","Stuff.co.nz","2019-11-07"
"Chlöe Swarbrick quips 'OK boomer' at National MP during climate speech","TVNZ","2019-11-07"
"'OK boomer': millennial MP responds to heckler in New Zealand parliament","Guardian News","2019-11-07"
"'OK Boomer': Chloe Swarbrick swats away heckler","Stuff.co.nz","2019-11-07"
"CCTV captures murder-accused's car near where Amber-Rose Rush was killed","Stuff.co.nz","2019-11-07"
"Dunedin doctor murder trial: Amber-Rose Rush dies within minutes of stabbing","New Zealand Herald","2019-11-07"
"CCTV suggests doctor murdered teen minutes before boyfriend arrived, court told","RNZ","2019-11-07"
"CCTV shows accused's car on way to victim's home: Crown","Otago Daily Times","2019-11-07"
"Slain Dunedin teenager Amber-Rose Rush died 'within minutes,' court hears","Newshub","2019-11-07"
"Stephen Colbert's NZ trip: Tourism New Zealand spent $100000 but expects $5m return","New Zealand Herald","2019-11-07"
"Tourism NZ spent $100k on Colbert trip","Otago Daily Times","2019-11-07"
"The Late Show's Stephen Colbert's New Zealand trip cost taxpayers $104,000","TVNZ","2019-11-07"
"Tourism NZ expects $5 million worth of advertising from Stephen Colbert visit","Newshub","2019-11-07"
"Jacinda Ardern spends taxpayers' money bringing The Late Show's Stephen Colbert to New Zealand","Daily Mail","2019-11-07"
"Anne Tolley told staff to keep quiet about Winston Peters' superannuation over-payments, mentioned matter to husband","TVNZ","2019-11-07"
"Winston Peters' pension overpayment: Anne Tolley admits telling staff, family members","New Zealand Herald","2019-11-07"
"Tolley admits telling about Peters' pension overpayments","Otago Daily Times","2019-11-07"
"Winston Peters case: Anne Tolley regrets 'outburst' to sister about confidential pension overpayment","Stuff.co.nz","2019-11-07"
"Anne Tolley told husband, sister about Winston Peters' superannuation overpayments","Newshub","2019-11-07"
"Stepfather hit 5-year-old 'four times a week', but mum saw nothing","Stuff.co.nz","2019-11-07"
"Leon Jayet-Cole inquest: Mother adamant she never saw him being abused","RNZ","2019-11-07"
"Recovery operation for climber's body underway near Queenstown","Newshub","2019-11-07"
"Preventive detention for rapist who had nickname tattooed on victim's face","Stuff.co.nz","2019-11-07"
"Fire crews fighting large blaze on Te Mata Peak in Hawke's Bay","Newshub","2019-11-07"
"Officer made comments about planting evidence, Police confirms","New Zealand Herald","2019-11-07"
"Hefty prison sentences handed down to drug syndicate smuggling meth from US","TVNZ","2019-11-07"
"Meth gang importing drugs from US with links to high profile sportsman jailed","Stuff.co.nz","2019-11-07"
"International drug conspiracy: Four jailed in relation to offending","New Zealand Herald","2019-11-07"
"Four jailed for importing meth in case linked to well-known sportsman","Newshub","2019-11-07"
"Drug syndicate 'leader' had $215k in apartment when arrested","RNZ","2019-11-07"
"Wayward firework from Guy Fawkes display sparks Palmerston North fire","Stuff.co.nz","2019-11-07"
"Public access to Auckland's volcanic cones to be banned on Guy Fawkes due to fires","TVNZ","2019-11-07"
"Auckland Council and LGNZ continue campaign to ban sale and private use of fireworks","Stuff.co.nz","2019-11-07"
"Fireworks fright night: Prime Minister Jacinda Ardern wades into Guy Fawkes debate","New Zealand Herald","2019-11-07"
"'It sounded like a war zone': PM wades into Guy Fawkes debate","Newstalk ZB","2019-11-07"
"Waikato principal pushes for stronger vaping rules","Stuff.co.nz","2019-11-07"
"Waikato private school helping 70 students battle vaping addictions","New Zealand Herald","2019-11-07"
"Woman dies after falling from vehicle on SH12 near Ohaeawai","New Zealand Herald","2019-11-07"
"Police meet with gang leaders to try and convince them to surrender guns during amnesty","Stuff.co.nz","2019-11-07"
"Police Commissioner Mike Bush 'wrong' on 1800 new police target - Winston Peters","Newshub","2019-11-07"
"More than 100 gang leaders contacted by police after reluctance to hand over guns","TVNZ","2019-11-07"
"Grace Millane murder trial: Jury hears final details of her life","Newshub","2019-11-07"
"Grace Millane murder trial: Police officer describes finding suitcase in shallow grave","TVNZ","2019-11-07"
"Grace Millane murder trial: British backpacker constantly communicated with family, court hears","Stuff.co.nz","2019-11-07"
"Grace Millane murder trial: Prosecutors reveal British backpacker's last moments and what her accused killer did next","New Zealand Herald","2019-11-07"
"Crown: Grace Millane died from pressure on her neck","Newstalk ZB","2019-11-07"
"Authorities alerted to two people in trouble on The Remarkables","TVNZ","2019-11-07"
"Christchurch City Council drops investigation into former councillor Deon Swiggs","Stuff.co.nz","2019-11-07"
"NZ resident returning to India after wife's visa declined","Stuff.co.nz","2019-11-07"
"Immigration lawyer says Shane Jones' language 'needs to be stamped out immediately'","Newshub","2019-11-07"
"Controversial partnership visa decision set to be reversed by Immigration New Zealand","TVNZ","2019-11-07"
"Jacinda Ardern steps in to resolve partnership visa standoff","New Zealand Herald","2019-11-07"
"Heather du Plessis-Allan: Bending the rules on visas is wrong","Newstalk ZB","2019-11-07"
"Claire Trevett: The stress-testing of National's Chris Luxon and the John Key factor","New Zealand Herald","2019-11-07"
"Winston Peters takes cheeky dig at Simon Bridges over potential leadership challenge from Christopher Luxon","TVNZ","2019-11-07"
"Gordon Campbell on National's anointing of Christopher Luxon","Scoop.co.nz","2019-11-07"
"Herald afternoon quiz: November 7","New Zealand Herald","2019-11-07"
"Zoo animal 'spooked' by fireworks dies","Otago Daily Times","2019-11-07"
"Climbers who died near Queenstown were Australian citizens","Newshub","2019-11-07"
"Winston Peters was 'indignant and defensive' when told of Ministry of Social Development error, court hears","TVNZ","2019-11-07"
"Wellington Mayor Andy Foster announces councillor portfolios nearly a month after taking power","Stuff.co.nz","2019-11-07"
"New Zealand to host international space mission tackling climate change","Newshub","2019-11-07"
"Quiz: Morning trivia challenge November 7","Stuff.co.nz","2019-11-07"
"Fires on Mt Eden and Mt Wellington in Auckland","New Zealand Herald","2019-11-07"
"Body of second climber recovered from Remarkables after two die on guided tramp","New Zealand Herald","2019-11-07"
"Investigation after climbers fall to deaths on Remarkables","RNZ","2019-11-07"
"Six-year-old killed in fiery North Canterbury crash that badly injured father named","New Zealand Herald","2019-11-07"
"Dad still in serious condition after fiery crash that killed son in Canterbury","Stuff.co.nz","2019-11-07"
"Boy killed in horror Canterbury crash named","Otago Daily Times","2019-11-07"
"Police name six-year-old killed in car crash","Newstalk ZB","2019-11-07"
"Major police probe after fiery Rangiora crash kills 6-year-old and severely burns father","New Zealand Herald","2019-11-07"
"Elderly woman with dementia missing from Epsom, Auckland","Stuff.co.nz","2019-11-07"
"Concerns for missing 75-year-old Auckland woman who has dementia","TVNZ","2019-11-07"
"Dunedin doctor accused of murdering Amber-Rose Rush toasted marshmallows while burning evidence - witness","Newshub","2019-11-07"
"Amber-Rose Rush murder trial: Accused visited teen's mother after death","RNZ","2019-11-07"
"Murder-accused Venod Skantha wanted to toast marshmallows the day teen's body found","Stuff.co.nz","2019-11-07"
"Police soon tailing murder-accused","Otago Daily Times","2019-11-07"
"Dunedin doctor murder trial: Accused discussed potential suspects with victim's mum: witness","New Zealand Herald","2019-11-07"
"Man fights off ATM robbery in Blenheim","Stuff.co.nz","2019-11-07"
"'Head-on collision' causes bottleneck in Blenheim","Stuff.co.nz","2019-11-07"
"Woman with dementia missing from south Auckland found","Stuff.co.nz","2019-11-07"
"Diver dies after being found unresponsive near Channel Island, Hauraki Gulf","New Zealand Herald","2019-11-07"
"Diver dies near Channel Island in Hauraki Gulf","Newshub","2019-11-07"
"Man dies after diving incident in Auckland's Hauraki Gulf","TVNZ","2019-11-07"
"Tyres shot, helicopter search after fleeing man threatens police, rams cars","Stuff.co.nz","2019-11-07"
"Cop shoots at vehicle after man rams police cars in Morrinsville","TVNZ","2019-11-07"
"Police station, cars rammed: Officers open fire on pursuit vehicle","RNZ","2019-11-07"
"Man arrested after threatening police, ramming cop cars in Morrinsville","TVNZ","2019-11-07"
"Knifes, spades and gunshot: Man arrested in Morrinsville following early morning pursuit","New Zealand Herald","2019-11-07"
"Herald morning quiz: November 7","New Zealand Herald","2019-11-07"
"One person seriously injured in Napier crash","New Zealand Herald","2019-11-07"
"Accused hinted death a suicide","Otago Daily Times","2019-11-07"
"Amber-Rose Rush's death a 'suicide': Murder accused to victim's mum","New Zealand Herald","2019-11-07"
"Forensic samples taken from Blenheim property in Jessica Boyce homicide investigation","Stuff.co.nz","2019-11-07"
"Blenheim homes searched in Jessica Boyce homicide case","Otago Daily Times","2019-11-07"
"Uplift mother gets second child back","Newsroom","2019-11-07"
"Taken By The State Uplift mother gets second child back The young Hastings mother who resisted","Newsroom","2019-11-07"
"One person died and three injured in crash near Murchison","Stuff.co.nz","2019-11-07"
"The Detail: Off the rails or on track? Auckland's long-awaited light rail","Stuff.co.nz","2019-11-07"
"Ousted mayor Justin Lester's request for a vote recount challenged by incumbent","Stuff.co.nz","2019-11-07"
"SkyCity on devastating NZICC fire: delays 'likely to impact 2021 conferences', APEC hosting in doubt","New Zealand Herald","2019-11-07"
"Crash sees several tonnes of rocks spill onto Auckland motorway","TVNZ","2019-11-07"
"WorkSafe not laying charges after electrician electrocuted in Christchurch office","Stuff.co.nz","2019-11-07"
"Police release identity of six-year-old who died in fiery crash near Christchurch","TVNZ","2019-11-07"
"Car flips onto roof following crash on Auckland's northern motorway","Stuff.co.nz","2019-11-07"
"Man has moderate injuries after getting trapped under hoist in Napier","New Zealand Herald","2019-11-07"
"Herald afternoon quiz: November 6","New Zealand Herald","2019-11-07"
"Christchurch restaurant supports 'family with the terrifying kid' with sweet receipt","Stuff.co.nz","2019-11-07"
"Maori carving to strengthen ties between Taranaki firefighters and iwi","Stuff.co.nz","2019-11-07"
"Does the average Kiwi exist or is it a myth?","Stuff.co.nz","2019-11-07"
"As NZ's population nears 5m, who is the average Kiwi?","Newstalk ZB","2019-11-07"
"As New Zealand's population nears five million, who is the average Kiwi?","New Zealand Herald","2019-11-07"
"James Shaw's attacker sentenced to prison","Newshub","2019-11-07"
"Man who punched Green Party co-leader James Shaw sent to prison","New Zealand Herald","2019-11-07"
"Man who attacked James Shaw got jail because he would not agree to home detention","Stuff.co.nz","2019-11-07"
"Jail for man who assaulted Greens co-leader","Otago Daily Times","2019-11-07"
"Man who punched James Shaw sent to prison","Newstalk ZB","2019-11-07"
"Worker seriously injured in reported explosion in Lyttelton","Stuff.co.nz","2019-11-07"
"Person burned in explosion in Lyttelton, Christchurch","New Zealand Herald","2019-11-07"
"Worker critically injured in reported explosion in Lyttelton","Stuff.co.nz","2019-11-07"
"Waikato police seek sightings of vehicle in relation to ramming frenzy","Stuff.co.nz","2019-11-07"
"Information sought about incident in which cops cars were rammed, officer shot out vehicle's tyre","TVNZ","2019-11-07"
"Mike King says Gumboot Friday charity denied more funding from Ministry of Health","Newshub","2019-11-07"
"Woman prosecuted for starving horses","Otago Daily Times","2019-11-07"
"Christchurch woman who starved her horses prosecuted by SPCA","New Zealand Herald","2019-11-07"
"Race horse owner and trainer Lisa Corfield convicted after neglecting, starving horsess","Stuff.co.nz","2019-11-07"
"Woman banned from owning horses for 10 years after starving her animals","TVNZ","2019-11-07"
"November kicks off with humdinger days but wet weather is set to hit","Stuff.co.nz","2019-11-07"
"Herald morning quiz: November 6","New Zealand Herald","2019-11-07"
"Quiz: Morning trivia challenge November 6","Stuff.co.nz","2019-11-07"
"Survivor raped multiple times in care despite concerns raised","Stuff.co.nz","2019-11-07"
"Boy from household known to cops visited hospital twice with injuries before death","TVNZ","2019-11-07"
"Oranga Tamariki apologises to dead boy's dad for not hearing him","Stuff.co.nz","2019-11-07"
"Violent threats by stepfather accused of killing autistic Christchurch 5-year-old Leon Jayet-Cole","New Zealand Herald","2019-11-07"
"Violent threats by stepfather accused of killing autistic Christchurch 5-year-old","Newstalk ZB","2019-11-07"
"Autistic boy, 5, in hospital twice before death","RNZ","2019-11-07"
"Simon Bridges defends Christopher Luxon over support for 'no jab, no pay' extension","Stuff.co.nz","2019-11-07"
"National warned not to doubt Jami-Lee Ross in Botany battle","Newstalk ZB","2019-11-07"
"Kate Hawkesby: National leader Simon Bridge's women's troubles as Maggie Barry retires","New Zealand Herald","2019-11-07"
"Kate Hawkesby: National can't afford to lose any more women","Newstalk ZB","2019-11-07"
"Luxon part of National's 'fresh talent' after spate of MPs leave since Bridges became leader","TVNZ","2019-11-07"
"House fire in central Christchurch","Stuff.co.nz","2019-11-07"
"Pregnant woman 'heartbroken' after house fire","Otago Daily Times","2019-11-07"
"Firefighters battle blaze at Christchurch restaurants","Stuff.co.nz","2019-11-07"
"Fire that ripped through Christchurch home caused by candle","Stuff.co.nz","2019-11-07"
"Dog alerts sleeping Auckland couple to hedge blaze started by fireworks","Stuff.co.nz","2019-11-07"
"Dog saved our lives - Couple awake to fire on Epsom property","New Zealand Herald","2019-11-07"
"Auckland couple saved by their dogs after fireworks erupted outside their house","Newshub","2019-11-07"
"Multiple injuries after crash involving truck near Te Puke","New Zealand Herald","2019-11-07"
"Family lawyer on Oranga Tamariki uplifts: Widespread trauma and misery","New Zealand Herald","2019-11-09"
"'Employment process' underway at Oranga Tamariki following release of Hastings review","Stuff.co.nz","2019-11-09"
"One small step for OT, one giant leap for human rights","Newsroom","2019-11-09"
"Oranga Tamariki admits attempted uplift 'wasn’t a good indication of how things should have been done'","TVNZ","2019-11-09"
"Researchers find family history data could help agencies identify at-risk children","Stuff.co.nz","2019-11-09"
"Homicide investigation launched after man dies in Ashburton","Newshub","2019-11-09"
"Unanimous support for landmark Zero Carbon Bill","Newsroom","2019-11-09"
"Winston Peters: MSD staff could have seen document at printer, court hears","Stuff.co.nz","2019-11-09"
"Winston Peters' pension leaker 'could have covered footprints'","New Zealand Herald","2019-11-09"
"Why Winston Peters deserves more respect","Stuff.co.nz","2019-11-09"
"Heather du Plessis-Allan: OK millennials, we know you're jealous of boomers","Newstalk ZB","2019-11-09"
"NZ's largest waterslide opens at Hanmer","Otago Daily Times","2019-11-09"
"Cordons lifted after threat at Otago Boys' High School","New Zealand Herald","2019-11-09"
"Dunedin house searched following threat at Otago Boys' High School","Stuff.co.nz","2019-11-09"
"Dunedin high school evacuated ahead of NCEA exams after online threat","TVNZ","2019-11-09"
"Evacuation at OBHS after 'threat'","Otago Daily Times","2019-11-09"
"Police respond to 'threat' at Otago Boys' High School","Newshub","2019-11-09"
"Cars still stuck in SkyCity basement, more than two weeks after fire","Stuff.co.nz","2019-11-09"
"White Silence: The widows left behind tell their story about the aftermath of the Air New Zealand Mt Erebus disaster","Stuff.co.nz","2019-11-09"
"Grace Millane murder trial: Court to hear about hotel room blood, forensic evidence","Newshub","2019-11-09"
"Grace Millane murder trial: Traces of blood found on fridge in accused's room","New Zealand Herald","2019-11-09"
"Grace Millane murder trial: what we know from the first week of evidence","Stuff.co.nz","2019-11-09"
"Grace Millane trial: Strong evidence DNA found matches backpacker's - ESR scientist","RNZ","2019-11-09"
"'Probable blood': The tests in room of Grace Millane's alleged killer","New Zealand Herald","2019-11-09"
"Court hears details of final texts sent from Grace Millane to her friend, saying she 'clicked' with accused during date","TVNZ","2019-11-09"
"Message sent by Grace Millane to friend 'rang alarm bells'","RNZ","2019-11-09"
"Grace Millane murder trial: Timeline of Tinder date with accused","Newshub","2019-11-09"
"Watch: CCTV footage of Grace Millane's final date – what the jury has seen","New Zealand Herald","2019-11-09"
"Grace Millane's message to friend while on date with murder accused sent 'alarm bells'","Stuff.co.nz","2019-11-09"
"National MP says benefit cuts could be good for Maori, strengthen whanau","TVNZ","2019-11-09"
"A year before Napier man Alex Latimer was murdered, he was robbed at gunpoint","New Zealand Herald","2019-11-09"
"Murdered man not the first victim of teen Rosie Lewis","Stuff.co.nz","2019-11-09"
"Bucklands blaze battle continues","Otago Daily Times","2019-11-09"
"Time to blow up the Guy Fawkes farce","Stuff.co.nz","2019-11-09"
"Lizzie Marvelly: Irrelevant Guy Fawkes has had his day","New Zealand Herald","2019-11-09"
"Quiz: Morning trivia challenge November 9","Stuff.co.nz","2019-11-09"
"Oranga Tamariki overhaul after damning uplift report","Newsroom","2019-11-09"
"Hastings baby uplift apology: It's time for redemption for past wrongs, iwi leaders urges","New Zealand Herald","2019-11-09"
"Damning report prompts Oranga Tamariki to change the way children are removed from whanau","TVNZ","2019-11-09"
"Oranga Tamariki changes practices after attempted uplift of baby in Hastings","Stuff.co.nz","2019-11-09"
"Oranga Tamariki boss pledges openness and honesty, then undercuts herself","New Zealand Herald","2019-11-09"
