"Headline","Publisher","Date"
"National promises welfare crackdown and return to social investment if elected","Stuff.co.nz","2019-11-01"
"ANZ NZ annual profit falls 8% from last year's record high with costs up 5% and income up 3% as credit impairments rise","Interest.co.nz","2019-11-01"
"Police dog handler cleared despite not issuing proper warning during arrest in Upper Hutt","Stuff.co.nz","2019-11-01"
"Japan, Fiji to be invited into expanded Rugby Championship - report","TVNZ","2019-11-01"
"Japan and Fiji could join All Blacks in Rugby Championship","Stuff.co.nz","2019-11-01"
"All tries compilation from Rugby World Cup 2019 knock-out stages","World Rugby","2019-11-01"
"Fiji's Latest News and Sports website","Fijivillage","2019-11-01"
"Rugby World Cup: All Blacks still in the running to win something in Japan","Stuff.co.nz","2019-11-01"
"Herald afternoon quiz: October 31","New Zealand Herald","2019-11-01"
"'Outpost' ratepayers campaign to jump sinking Kaikoura council ship","Stuff.co.nz","2019-11-01"
"RJ Hampton fires for Breakers but there's more to come, says coach Dan Shamir","Stuff.co.nz","2019-11-01"
"Abuse inquiry: Maori babies deemed 'bad' babies and adopted to white families, tribunal hears","Stuff.co.nz","2019-11-01"
"Rassie Erasmus to step down as Springboks coach after Rugby World Cup final","Stuff.co.nz","2019-11-01"
"Rugby World Cup 2019: Rassie Erasmus to step down as Springboks coach after final","Newshub","2019-11-01"
"Springboks captain has chance to make more history in Rugby World Cup final","TVNZ","2019-11-01"
"England v South Africa: Springboks wing Cheslin Kolbe returns for Rugby World Cup final","Stuff.co.nz","2019-11-01"
"Rugby World Cup 2019: Springboks wing Cheslin Kolbe returns for final against England","Newshub","2019-11-01"
"Food Rescue Northland saves avocados and citrus from bins with mid-north expansion","Stuff.co.nz","2019-11-01"
"Programme that diverts food from being binned to those in need gets $300k injection","TVNZ","2019-11-01"
"Northland Food Rescue, which saves food from landfill, expands to mid-north","Stuff.co.nz","2019-11-01"
"Norfolk Islanders want to ditch Australia for New Zealand - survey","Newshub","2019-11-01"
"White House Chief of Staff Mick Mulvaney sidelined for ISIS raid","New Zealand Herald","2019-11-01"
"Mick Mulvaney: Donald Trump sidelines his White House Chief of Staff","NEWS.com.au","2019-11-01"
"Donald Trump's acting chief of staff was kept in the dark about al-Baghdadi raid","Daily Mail","2019-11-01"
"The Detail: Funding two bodies to produce the same weather forecast","Stuff.co.nz","2019-11-01"
"Diplomat: John Bolton cautioned him about Rudy Giuliani and Ukraine","New Zealand Herald","2019-11-01"
"Impeachment: Trump's top Russia adviser to depart as testimony looms – reports","The Guardian","2019-11-01"
"White House lawyer moved Trump call transcript to classified server, Ukraine adviser testifies","The Independent","2019-11-01"
"National Security Council aide Tim Morrison will not be part of the Resistance","The Washington Post","2019-11-01"
"What about all the other patriots?","The Washington Post","2019-11-01"
"Dark, deadly secrets: Search for backpacker continues on jungle isle","New Zealand Herald","2019-11-01"
"Cambodian police question 20 over missing British tourist","Otago Daily Times","2019-11-01"
"Amelia Bambridge’s family say Britain isn’t doing enough to find missing backpacker, 21, and insist she’s stil","The Sun","2019-11-01"
"No matter how careful you are, women travellers are never truly safe","The Independent","2019-11-01"
"Amelia Bambridge: Cambodian police fear missing Briton has drowned","The Guardian","2019-11-01"
"Making bank: Big four banks cashing in on New Zealanders","Stuff.co.nz","2019-11-01"
"ANZ shares drop 3% even as FY19 results reveal $2.3bn in dividends","ig.com","2019-11-01"
"ANZ posts seven per cent profit slide","Sky News Australia","2019-11-01"
"ANZ delivers flat $6.47 billion in ‘challenging’ conditions","NEWS.com.au","2019-11-01"
"ANZ (ASX:ANZ) profit slips 7% on remediation costs","Finance News Network","2019-11-01"
"All Blacks v Wales: Richie Mo'unga taps into emotions for Rugby World Cup response","Stuff.co.nz","2019-11-01"
"Read 'ready to leave' after World Cup","Otago Daily Times","2019-11-01"
"Press conference: Hansen, Mo'unga and Smith on facing Wales","World Rugby","2019-11-01"
"All Blacks great Richie McCaw rules out return: 'I'd last about 20 seconds I reckon'","Stuff.co.nz","2019-11-01"
"'I'd last about 20 seconds' - Richie McCaw laughs off suggestion of playing comeback","TVNZ","2019-11-01"
"Claire Trevett: Is Simon Bridges' tough-talk on benefit cheats and gangs all talk?","New Zealand Herald","2019-11-01"
"National eyes familiar 'foes' in welfare proposals","Newsroom","2019-11-01"
"SkyCity fire: Union offers support for apprentice reported to have caused blaze","Newshub","2019-11-02"
"SkyCity Auckland Convention Centre fire: Workers complain of health problems from toxic smoke","Stuff.co.nz","2019-11-02"
"Forty cases of SkyCity employees feeling unwell - union","New Zealand Herald","2019-11-02"
"England v South Africa: Eddie Jones 'orchestrates chaos' with Hollywood approach","Stuff.co.nz","2019-11-02"
"'It has been a privilege': Tearful Hansen signs off from All Blacks","Otago Daily Times","2019-11-02"
"LIVE: All Blacks look to finish Rugby World Cup on a high in clash for third place against Wales","TVNZ","2019-11-02"
"Hoping the spirit of 'Chessie' helps the Springboks dig deep","Stuff.co.nz","2019-11-02"
"Rugby World Cup Final: England vs South Africa","RNZ","2019-11-02"
"As it happened - Rugby World Cup: All Blacks beat Wales 40-17","RNZ","2019-11-02"
"All Blacks v Wales: Ben Smith shines as departing stars secure bronze medal","Stuff.co.nz","2019-11-02"
"2019 Rugby World Cup live updates: All Blacks v Wales, bronze medal match","New Zealand Herald","2019-11-02"
"'He'll hit me if I get gushy' - Ian Foster shares moment with Steve Hansen after tribute to departing coach","TVNZ","2019-11-02"
"All Blacks v Wales: How the All Blacks players rated in the third-place playoff","Stuff.co.nz","2019-11-02"
"2019 Rugby World Cup: The emotional pre-match speech that reflected Read's career","New Zealand Herald","2019-11-02"
"All Blacks v Wales: Steve Hansen fires off parting shot at the Northern Hemisphere","Stuff.co.nz","2019-11-02"
"Steve Hansen warns media not to ring him about All Blacks in the future now time with team is over","TVNZ","2019-11-02"
"2019 Rugby World Cup: Steve Hansen overcome with emotion as time as All Blacks career comes to a close","New Zealand Herald","2019-11-02"
"All Blacks v Wales: 'Legends' Kieran Read, Alun Wyn Jones share a laugh after battle","Stuff.co.nz","2019-11-02"
"Plane circling Wanaka Airport after 'problem' with wheels, landing gear","Stuff.co.nz","2019-11-02"
"Plane circled Wanaka Airport, attempted a crash landing","New Zealand Herald","2019-11-02"
"Small plane drama at Wanaka Airport","Otago Daily Times","2019-11-02"
"Emergency services called to Wanaka Airport","Stuff.co.nz","2019-11-02"
"Shots fired after single-vehicle crash in Huntly","Stuff.co.nz","2019-11-02"
"Court appearance after death of eight-year-old boy","Otago Daily Times","2019-11-02"
"Otautau, a quiet Western Southland town thrust into the spotlight","Stuff.co.nz","2019-11-02"
"'Loved him to bits': Dad 'blindsided' by call that 8yo son had been killed","Newstalk ZB","2019-11-02"
"Court appearance after death of eight-year-old Southland boy","New Zealand Herald","2019-11-02"
"'Blindsided': Father picked up phone to news of son's death","Otago Daily Times","2019-11-02"
"Motorcyclist dies in terrible Timaru crash","Newshub","2019-11-02"
"Motorcyclist killed in crash on rural Canterbury road","Stuff.co.nz","2019-11-02"
"Man who tried to kill fellow inmate sentenced to preventive detention","TVNZ","2019-11-02"
"Truck and trailer topple on Lower Hutt roundabout","Stuff.co.nz","2019-11-02"
"Cockleshell design on ice; still part of plan","Otago Daily Times","2019-11-02"
"Cockleshell design still part of plan","Otago Daily Times","2019-11-02"
"Thou shalt not steal! CCTV images show pair stealing Jesus statue from Auckland chapel","New Zealand Herald","2019-11-02"
"Jesus statue allegedly stolen from Carmelite Monastery in Auckland","Stuff.co.nz","2019-11-02"
"Man caught on CCTV allegedly stealing statue of Jesus","Newshub","2019-11-02"
"Couple caught on CCTV allegedly stealing large Jesus statue from Auckland chapel","TVNZ","2019-11-02"
"Union supports teen suspected of leaving blowtorch unattended","Otago Daily Times","2019-11-02"
"Government takes another look at partnership visas","Stuff.co.nz","2019-11-02"
"Rugby World Cup: Meet the All Blacks fans who have lost their tickets for the final","Stuff.co.nz","2019-11-02"
"Father concerned for older students caught up in Marlborough sex teacher's 'nasty pattern'","Stuff.co.nz","2019-11-02"
"Fire breaks out on Auckland-bound ferry with nearly 100 people on board","Newshub","2019-11-02"
"Unspeakable horror: China's most terrifying secret exposed to world","New Zealand Herald","2019-11-02"
"Reports of smoke at Newmarket's new Westfield Mall","New Zealand Herald","2019-11-02"
"Fake doors and secret underground lairs discovered at Jeffrey Epstein's island","New Zealand Herald","2019-11-02"
"Epstein’s prison suicide WAS suspicious New York City Mayor Bill de Blasio admits as murder cover-up c","The Sun","2019-11-02"
"Scientists are baffled: What's up with the universe?","Stuff.co.nz","2019-11-02"
"Airbnb shipping container is 'abomination'","Stuff.co.nz","2019-11-02"
"Threat of 'civil war' from Republican representative after Donald Trump impeachment inquiry gets green light","Newshub","2019-11-02"
"Trump impeachment inquiry zeroes in on White House lawyers as investigation deepens","TVNZ","2019-11-02"
"Stephen Colbert on the House vote: 'One step closer to getting Trump out'","The Guardian","2019-11-02"
"Impeach Trump. Then Move On.","The New York Times","2019-11-02"
"How Donald Trump sealed his fate with a single phone call","The Washington Post","2019-11-02"
"Lime Scooter rider in critical condition after accident in Auckland last night","TVNZ","2019-11-02"
"'Do Kiwis feel trapped?' and other odd questions about New Zealand","Stuff.co.nz","2019-11-02"
"Climate scientist James Renwick talks the talk on climate change","Stuff.co.nz","2019-11-02"
"Forget the Brexit election, it's time for a climate election","The Independent","2019-11-02"
"Gang-rape of unconscious 14-year-old 'abuse' because she didn't fight back: court","Stuff.co.nz","2019-11-02"
"Only 6 per cent of sexual violence cases reported to Police end in jail: Major Government study","New Zealand Herald","2019-11-02"
"Queenstown Lakes councillor unseated after toss of a coin","Stuff.co.nz","2019-11-02"
"Boy's death 'shatters' town","Otago Daily Times","2019-11-02"
"Tiny South Island town of Otautau in shock after local youth charged with murder","New Zealand Herald","2019-11-02"
"Canterbury farmers breed 'cutest sheep in the world'","New Zealand Herald","2019-11-02"
"Mother left children malnourished in dirty smelly clothes while she drank and partied","Stuff.co.nz","2019-11-02"
"'Earning 100 times what others do is beyond many people's comprehension'","Stuff.co.nz","2019-11-02"
"Courts refuse compensation after police searching for suspect blew up man's house","Stuff.co.nz","2019-11-02"
"Plan to restore Christchurch's red zone blasted as 'unachievable, unviable and undesirable'","Stuff.co.nz","2019-11-02"
"Fleeing driver critically injured after crash","Otago Daily Times","2019-11-02"
"Fleeing driver critically injured in late-night Christchurch pursuit","Stuff.co.nz","2019-11-02"
"Driver critical after late-night police pursuit crash","New Zealand Herald","2019-11-02"
"Two hospitalised after crash while fleeing police in Christchurch","RNZ","2019-11-02"
"Body of missing British backpacker Amelia Bambridge found off Cambodian coast","Stuff.co.nz","2019-11-02"
"Terrorist publication and Christchurch shooting video game banned","Stuff.co.nz","2019-11-02"
"New Zealand bans ‘abhorrent’ Christchurch massacre video game","NEWS.com.au","2019-11-02"
"Censor's office bans two publications which 'promote killing and terrorism'","New Zealand Herald","2019-11-02"
"Chief censor bans two terrorist publications, including video game based on Christchurch attacks","TVNZ","2019-11-02"
"'Abhorrent' video game based on Christchurch attacks banned","Newstalk ZB","2019-11-02"
"Grace Millane murder trial: The key players, and how it will be played out","New Zealand Herald","2019-11-02"
"Grace Millane murder trial: Accused murderer to face jury over alleged killing of British backpacker","Stuff.co.nz","2019-11-02"
"Grace Millane murder trial: Timeline of British backpacker's disappearance and alleged murder","Stuff.co.nz","2019-11-02"
"Four people dead in Halloween shooting in Orinda, California","New Zealand Herald","2019-11-02"
"California gunman shoots four dead at college Halloween party","Daily Mail","2019-11-02"
"6 killed at Halloween parties in San Francisco Bay Area and in Utah","WVLT.TV","2019-11-02"
"Four Shot Dead at Orinda Halloween Party | KCBS 740AM | 106.9 FM","KCBS","2019-11-02"
"4 killed, 4 others injured in Orinda Halloween party shooting","KCRA News","2019-11-02"
"Wellington's $500m Shelly Bay development granted resource consent","Stuff.co.nz","2019-11-02"
"New mayor cagey over Wellington tunnel-building mission","New Zealand Herald","2019-11-02"
"Second police Glock stolen in Gore recovered by police","New Zealand Herald","2019-11-02"
"Auckland Mayor Phil Goff gives National Party figure plum finance role","New Zealand Herald","2019-11-02"
"Fourth Auckland Council sworn in with climate change focus","Stuff.co.nz","2019-11-02"
"Auckland Mayor Phil Goff says CCOs could be abolished or downsized","New Zealand Herald","2019-11-02"
"Herald morning quiz: November 2","New Zealand Herald","2019-11-02"
"Otautau death: Police seek sightings of young person","Otago Daily Times","2019-11-02"
"Police call for sightings of youth in connection with child's death at Otautau","New Zealand Herald","2019-11-02"
"Investigation into 9yo's death: Police seek sightings of young person","RNZ","2019-11-02"
"Samoa measles epidemic: Immunologist furious at New Zealand","Stuff.co.nz","2019-11-02"
"Travellers to Samoa cautioned over deadly measles outbreak","RNZ","2019-11-02"
"Samoa measles epidemic: Immunologist furious at NZ","RNZ","2019-11-02"
"Auckland immunologist 'incredibly angry' NZ has 'exported' measles to Samoa","TVNZ","2019-11-02"
"Samoans flock to hospitals for measles immunisations","RNZ","2019-11-02"
"All Blacks: Anton Lienert-Brown's cheeky farewell to the Rugby World Cup","Stuff.co.nz","2019-11-02"
"'Anton Lienert-Browneye': Cheeky moment for ABs star","Otago Daily Times","2019-11-02"
"New Zealand anthem before Bronze Final","World Rugby","2019-11-02"
"Britain tied up in knots over Brexit election","New Zealand Herald","2019-11-02"
"UK election: Trump attacks Labour leader - BBC News","BBC News","2019-11-02"
"Scottish independence in spotlight as UK election kicks off","Al Jazeera English","2019-11-02"
"It's voters, not pollsters, who will write the story of this election","The Guardian","2019-11-02"
"The Guardian view on election 2019: it’s about Brexit above all","The Guardian","2019-11-02"
"Warning after Legionnaires' disease death in Dunedin","RNZ","2019-11-02"
"Potting mix death in Dunedin prompts warning","Stuff.co.nz","2019-11-02"
"Compost tragedy: Dunedin man dies from Legionnaires disease","New Zealand Herald","2019-11-02"
"Dunedin man dies from Legionnaires Disease","Otago Daily Times","2019-11-02"
"Warning issued after Dunedin man contracts Legionnaires' disease while gardening, dies within a week","TVNZ","2019-11-02"
"Farmers 'ringing up in tears': Doing it tough on Canterbury farms","Stuff.co.nz","2019-11-02"
"'Ringing up in tears' - Concern for Canterbury farmers doing it tough","TVNZ","2019-11-02"
"'Ringing up in tears': Canterbury farmers doing it tough","Otago Daily Times","2019-11-02"
"SFO charges council boss, cake decorator over West Coast contracts","Stuff.co.nz","2019-11-02"
"$530 raised for fire victim in Middlemarch | Otago Daily Times Online News","Otago Daily Times","2019-11-02"
"House razed just months after wife dies of cancer","New Zealand Herald","2019-11-02"
"Stepdad of University of Canterbury student Mason Pendrous unhappy over death investigation","New Zealand Herald","2019-11-02"
"Mason Pendrous' stepdad unhappy with uni hall death investigation","Stuff.co.nz","2019-11-02"
"The grieving family of Aiia Maasarwe brought the entire Project Australia panel to tears","New Zealand Herald","2019-11-02"
"Blackcaps v England: First Twenty20 - Live updates","Newshub","2019-11-02"
"Black Caps v England recap - first T20 International","Stuff.co.nz","2019-11-02"
"Cricket: Black Caps lose first Twenty20 to England","New Zealand Herald","2019-11-02"
"Vince stars in England T20 victory over NZ","RNZ","2019-11-02"
"Black Caps v England live - first T20 International","Stuff.co.nz","2019-11-02"
"Ancient mystery solved: Dazzling 'treasure tunnels' found in Israel","New Zealand Herald","2019-11-02"
"‘Treasure tunnels’ of Templar Knights unearthed in Israel","NEWS.com.au","2019-11-02"
"Matthew Hooton: Let's say no to Rio Tinto's tantrum","New Zealand Herald","2019-11-02"
"The Detail: The Tiwai Point aluminium smelter bluff","Stuff.co.nz","2019-11-02"
"Benefit sanction: Maori penalised, children going hungry, advocates say","TVNZ","2019-11-02"
"Schools hiring 'teachers of last resort' to avoid staff shortages","New Zealand Herald","2019-11-02"
"Mike King's Gumboot Fund counselling scheme 'not sustainable', counsellors say","Stuff.co.nz","2019-11-02"
"Prize offered for anyone who can eat a burger with enough calories for a week","Newshub","2019-11-02"
"Widow defends convicted helicopter pilot, says court case 're-traumatised' family","Stuff.co.nz","2019-11-02"
"NZ walking diplomatic tightrope of trade and security interests with China","Stuff.co.nz","2019-11-02"
"South China Sea crisis mapped: Beijing's claim to disputed waters revealed","Express.co.uk","2019-11-02"
"Kasem 'very happy' to get e-bike back","Otago Daily Times","2019-11-02"
"UK truck deaths: New arrest as Irish man faces manslaughter charges","Stuff.co.nz","2019-11-02"
"Five Spanish men acquitted of rape because victim was unconscious","Newshub","2019-11-02"
"Why warm air from Australia means soaring weekend temperatures for many","Stuff.co.nz","2019-11-02"
"All Blacks v Wales in pictures: Final training sessions for Steve Hansen, Kieran Read","Stuff.co.nz","2019-11-02"
"All Blacks v Wales: Ben Smith, 'the battler from Green Island', hopes to leave legacy","Stuff.co.nz","2019-11-02"
"Mosque shooting video: White supremacist Philip Arps launches second appeal","New Zealand Herald","2019-11-02"
"NZ's original DNA killer told police: 'I hope you catch the guy who did this'","Stuff.co.nz","2019-11-03"
"2019 Rugby World Cup final: UK media react to Springboks' win over England","New Zealand Herald","2019-11-03"
"Auckland CBD brawl leaves three in hospital","Newshub","2019-11-03"
"Three injured after fracas in Auckland CBD","RNZ","2019-11-03"
"Two pedestrians struck by vehicle in Auckland CBD","TVNZ","2019-11-03"
"Starship hospital didn't scan girl writhing in agony with abdominal pain for six weeks","Stuff.co.nz","2019-11-03"
"Fire rips through Auckland car inspection company, gutting vehicles","TVNZ","2019-11-03"
"Huge fire on a car lot in Auckland's Mt Wellington","Stuff.co.nz","2019-11-03"
"Dozens of cars ablaze at Auckland mechanics","Otago Daily Times","2019-11-03"
"Massive inferno burning at Auckland car yard","Newshub","2019-11-03"
"Focus: Dozens of cars ablaze in Mt Wellington, Auckland | nzherald.co.nz","nzherald.co.nz","2019-11-03"
"Mark Reason: All Blacks will greatly miss retiring quartet after RWC bronze","Stuff.co.nz","2019-11-03"
"Rugby World Cup 2019: Five big things from the All Blacks' bronze-medal win over Wales","Newshub","2019-11-03"
"2019 Rugby World Cup: Steve Hansen supports Ian Foster for next All Blacks coach","New Zealand Herald","2019-11-03"
"All Blacks v Wales: Steve Hansen fires off parting shot at the Northern Hemisphere","Stuff.co.nz","2019-11-03"
"Steve Hansen: 'It's someone else's problem now'","RNZ","2019-11-03"
"Rugby World Cup: All Blacks beat Wales 40-17 in third-place play-off","RNZ","2019-11-03"
"Motorcyclist dies after crash with car in Nelson","Stuff.co.nz","2019-11-03"
"2019 Rugby World Cup: Former All Blacks captain Richie McCaw hands over Webb Ellis Cup as Springboks beat England in final","New Zealand Herald","2019-11-03"
"Rugby World Cup: Richie McCaw hands over the Webb Ellis Cup","Stuff.co.nz","2019-11-03"
"Rugby World Cup 2019: Kieran Read savours final moments as All Blacks captain","Newshub","2019-11-03"
"Read still among rugby's greats","RNZ","2019-11-03"
"South Africa drink from Webb Ellis Cup to celebrate","World Rugby","2019-11-03"
"Rugby league: Kangaroos savaged by Aussie legends after Tonga's 'greatest upset'","New Zealand Herald","2019-11-03"
"SkyCity fire: Union offers support for apprentice reported to have caused blaze","Newshub","2019-11-03"
"First division win: three Lotto players share $1m prize","Stuff.co.nz","2019-11-03"
"Donald Trump agrees to be questioned by lawyers for woman who says she was groped by Apprentice star","Stuff.co.nz","2019-11-03"
"All Blacks v Wales: Steve Hansen chokes up after final test: 'It's just a privilege'","Stuff.co.nz","2019-11-03"
"2019 Rugby World Cup: All Blacks star Sonny Bill Williams gifts his boots to young fan after bronze medal match win over Wales","New Zealand Herald","2019-11-03"
"Warren Gatland on Wales win drought against New Zealand","World Rugby","2019-11-03"
"All Blacks v Wales: Ben Smith shines as departing stars secure bronze medal","Stuff.co.nz","2019-11-03"
"2019 Rugby World Cup: Departing All Blacks great Ben Smith in 'cutest moment' of the tournament","New Zealand Herald","2019-11-03"
"Jesus statue found after being stolen from Auckland monastery","TVNZ","2019-11-03"
"Auckland monastery sisters don't feel safe after Jesus statues stolen","Newshub","2019-11-03"
"Jesus returns: Stolen statues recovered by Auckland church","New Zealand Herald","2019-11-03"
"Avoiding Cabinet over 'racist' partnership visa issue","Newsroom","2019-11-03"
"Roadworks cause huge delays on state highway north of Christchurch","Stuff.co.nz","2019-11-03"
"Shots fired after single-vehicle crash in Huntly","Stuff.co.nz","2019-11-03"
"Plane loses wheel, lands safely at Wanaka Airport","Otago Daily Times","2019-11-03"
"Plane lands safely at Wanaka Airport after problem with wheels, landing gear","Stuff.co.nz","2019-11-03"
"Plane circling Wanaka Airport, attempting a crash landing","New Zealand Herald","2019-11-03"
"Plane makes emergency landing at Wanaka airport after problem with landing gear","TVNZ","2019-11-03"
"Small aeroplane crash lands at Wanaka Airport","RNZ","2019-11-03"
"Coral Burrows' killer Stephen Williams sentenced for attempted murder of prison inmate","New Zealand Herald","2019-11-03"
"Man who tried to kill fellow inmate sentenced to preventive detention","TVNZ","2019-11-03"
"Killer gets preventive detention for stabbing inmate","Otago Daily Times","2019-11-03"
"Child killer threatening in court during sentencing","RNZ","2019-11-03"
"Stephen Williams sentenced for attempted prison killing","Newshub","2019-11-03"
"Child in serious condition after falling from hotel balcony in Queenstown","Newshub","2019-11-03"
"Child seriously injured after falling from Novotel hotel balcony in Queenstown","New Zealand Herald","2019-11-03"
"Girl seriously injured after fall from Queenstown hotel balcony","Stuff.co.nz","2019-11-03"
"Girl seriously hurt in fall from Queenstown hotel balcony","Otago Daily Times","2019-11-03"
"Toddler in serious condition after falling from balcony at Queenstown hotel","TVNZ","2019-11-03"
"2019 Rugby World Cup: World Rugby referee Nigel Owens reveals final gesture from All Blacks captain Kieran Read","New Zealand Herald","2019-11-03"
"'I'll bat wherever': Tim Seifert on the Black Caps' tricky top-order logjam","Stuff.co.nz","2019-11-03"
"Live updates: Kiwis v Great Britain Lions, first test","Newshub","2019-11-03"
"Unspeakable horror: China's most terrifying secret exposed to world","New Zealand Herald","2019-11-03"
"Kiwis gutted for Kieran Foran as international return cut cruelly short","Stuff.co.nz","2019-11-03"
"Live rugby league updates: Kiwis v Great Britain","New Zealand Herald","2019-11-03"
"Foran hurt as Kiwis edge Lions in Test","RNZ","2019-11-03"
"Kiwis hang on to go one up in series against Great Britain Lions","Stuff.co.nz","2019-11-03"
"Kiwis hold off Great Britain in brutal battle","Otago Daily Times","2019-11-03"
"Reports of smoke at Newmarket's new Westfield Mall","New Zealand Herald","2019-11-03"
"Possum control project kicks off to limit power outages in Banks Peninsula","Stuff.co.nz","2019-11-03"
"NZ's first sole ranger assigned to control 'gnarly' possums on Banks Peninsula","TVNZ","2019-11-03"
"Britain tied up in knots over Brexit election","New Zealand Herald","2019-11-03"
"Boris Johnson drops no-deal Brexit threat","Newshub","2019-11-03"
"Nigel Farage threatens electoral fight over Boris Johnson's 'surrender treaty'","Newshub","2019-11-03"
"Johnson, Corbyn and Farage are all for ‘the people’ against ‘the elite’. This could end badly","The Guardian","2019-11-03"
"Farage has won place in history but his time's up - EXPRESS COMMENT","Express","2019-11-03"
"Leonardo DiCaprio teams up with Greta Thunberg to stop climate change","Stuff.co.nz","2019-11-03"
"Man caught on CCTV allegedly stealing statue of Jesus","Newshub","2019-11-03"
"Pair caught on CCTV allegedly stealing large Jesus statue from Auckland chapel","TVNZ","2019-11-03"
"Jesus statue allegedly stolen from Carmelite Monastery in Auckland","Stuff.co.nz","2019-11-03"
"Thou shalt not steal! CCTV images show pair stealing Jesus statue from Auckland chapel","New Zealand Herald","2019-11-03"
"All Blacks: Midas touch Dave Rennie puts a cat among All Blacks coaching pigeons","Stuff.co.nz","2019-11-03"
"Fiji's Latest News and Sports website","Fijivillage","2019-11-03"
"Glasgow Warriors head coach Dave Rennie approached by native New Zealand over top job","Daily Mail","2019-11-03"
"Glasgow Warriors rest Jonny Gray for six weeks to recover from World Cup","Scotland on Sunday","2019-11-03"
"Rennie 'humbled, flattered' by All Blacks approach","Sport24","2019-11-03"
"Government takes another look at partnership visas","New Zealand Herald","2019-11-03"
"Gang-rape of unconscious 14-year-old 'abuse' because she didn't fight back: court","Stuff.co.nz","2019-11-03"
"Before Diana and Camilla, Prince Charles fell for another woman","New Zealand Herald","2019-11-03"
"'Do Kiwis feel trapped?' and other odd questions about New Zealand","Stuff.co.nz","2019-11-03"
"Union supports teen suspected of leaving blowtorch unattended","Otago Daily Times","2019-11-03"
"South swelters as temps top 30 across Otago","Otago Daily Times","2019-11-03"
"Busy with blazes as heat hits South","Otago Daily Times","2019-11-03"
"Total fire ban declared in Central Otago","RNZ","2019-11-03"
"Emergency services responding to incident on ferry in Auckland","Stuff.co.nz","2019-11-03"
"Nearly 100 people on board Auckland ferry when engine catches fire","TVNZ","2019-11-03"
"Three people treated for smoke inhalation after fire on Auckland ferry","Stuff.co.nz","2019-11-03"
"Conspiracies swirl: Is the leader of the Islamic State Abu Bakr al-Baghdadi really dead?","New Zealand Herald","2019-11-03"
"ISIS leader: Is Abu Bakr al-Baghdadi dead or alive?","NEWS.com.au","2019-11-03"
"No evidence found to support Trump's 'whimpering terrorist' account of Baghdadi killing","The Independent","2019-11-03"
"Can ISIL survive the death of its leader al-Baghdadi? | UpFront (Feature)","Al Jazeera English","2019-11-03"
"US State Department warns ISIS grew and evolved worldwide as it lost territory in Syria","CNN International","2019-11-03"
"Showdown between pro-Hong Kong, pro-China protesters in central Auckland","Stuff.co.nz","2019-11-03"
"Carnage in Hong Kong as protests get more violent","Newshub","2019-11-03"
"Opinion | 'It is a war here now.' Inside Hong Kong's fight for freedom.","Washington Post","2019-11-03"
"Hong Kong protesters attack Chinese news agency offices","The Guardian","2019-11-03"
"Hong Kong police use tear gas against protesters","Al Jazeera English","2019-11-03"
"Japanese fan writes letter to Welsh team, thanking them for 'giving me a dream'","Stuff.co.nz","2019-11-03"
"Airbnb shipping container is 'abomination'","Stuff.co.nz","2019-11-03"
"Threat of 'civil war' from Republican representative after Donald Trump impeachment inquiry gets green light","Newshub","2019-11-03"
"White House official told 'keep quiet' after hearing Trump's call with Ukraine leader","Stuff.co.nz","2019-11-03"
"White House official who heard Trump's call with Ukraine leader testified that he was told to keep quiet","New Zealand Herald","2019-11-03"
"Trump’s defenders need to stop pretending impeachment is a criminal trial","The Washington Post","2019-11-03"
"Opinion | To Beat Trump, Focus on His Corruption","The New York Times","2019-11-03"
"Scientists are baffled: What's up with the universe?","Stuff.co.nz","2019-11-03"
"Person critically injured in e-scooter accident in Auckland","Stuff.co.nz","2019-11-03"
"Lime Scooters riding high in popularity in Hamilton","New Zealand Herald","2019-11-03"
"E-scooters to remain in Auckland, but with new conditions","Newstalk ZB","2019-11-03"
"Lime Scooter rider in critical condition after accident in Auckland last night","TVNZ","2019-11-03"
"U of M student hit by car while riding scooter: 'It was not a good idea'","FOX 10 News Phoenix","2019-11-03"
"Gold Coast tradies unearth $200k backyard cash haul","Otago Daily Times","2019-11-03"
"America's Cup: Team New Zealand's big gain on their biggest enemy","Stuff.co.nz","2019-11-03"
"Grace Millane murder trial: The key players, and how it will be played out","New Zealand Herald","2019-11-03"
"Grace Millane murder trial: Timeline of British backpacker's disappearance and alleged murder","Stuff.co.nz","2019-11-03"
"Grace Millane murder trial: Accused murderer to face jury over alleged killing of British backpacker","Stuff.co.nz","2019-11-03"
"Motorcyclist killed in crash on rural Canterbury road","Stuff.co.nz","2019-11-03"
"UK to ban fracking due to earthquake fears","Stuff.co.nz","2019-11-03"
"Majority of sexual violence incidents reported to police are children or young people","Stuff.co.nz","2019-11-03"
"This video of a runaway dog sled police chase is the most absurd, hilarious thing you'll see today","New Zealand Herald","2019-11-03"
"Fleeing driver critically injured after crash","Otago Daily Times","2019-11-03"
"Truck and trailer topple on Lower Hutt roundabout","Stuff.co.nz","2019-11-03"
"Cockleshell design on ice; still part of plan","Otago Daily Times","2019-11-03"
"UK police say 39 truck victims are from Vietnam; 3 more arrests in Ireland, Vietnam","Stuff.co.nz","2019-11-03"
"Beto O'Rourke ends his bid for the US presidency","Stuff.co.nz","2019-11-03"
"House razed just months after wife dies of cancer","New Zealand Herald","2019-11-03"
